Opening,NumGames,WhiteWin%,BlackWin%,Tie%,AvgMoves,EffectivenessWhite,EffectivenessBlack,Aggressivity,Volatility,Popularity
Queen's Pawn Game: Zukertort Variation,21806,46.64771163899844,42.16270751169403,11.18958084930753,85.8643034027332,-0.052631578947368474,0.05263157894736836,-0.5044929396662388,-0.4736842105263158,0.9537869062901156
"Sicilian Defense: Kan Variation, Knight Variation",9430,47.42311770943796,45.09013785790032,7.486744432661718,79.38960763520679,-0.3709884467265725,0.3709884467265725,0.7535301668806162,0.7355584082156612,0.7458279845956355
Zukertort Opening: Kingside Fianchetto,18018,47.25829725829726,43.18459318459318,9.557109557109557,84.07187257187258,-0.12965340179717588,0.12965340179717577,-0.02182284980744542,-0.17586649550706035,0.9075738125802311
East Indian Defense,11627,47.31229035864797,41.928270405091595,10.759439236260429,84.27547948740002,0.10911424903722722,-0.10911424903722722,-0.42747111681643135,-0.21694480102695768,0.8177150192554556
Bird Opening,9560,46.18200836820084,45.31380753138075,8.50418410041841,83.55690376569038,-0.5661103979460846,0.5661103979460846,0.4608472400513479,-0.047496790757381224,0.7509627727856225
"Queen's Gambit Declined: Semi-Slav, Abrahams Variation",1322,43.04084720121028,40.771558245083206,16.187594553706504,92.15885022692889,-0.35301668806161746,0.35301668806161746,-0.871630295250321,-0.8767650834403081,-0.7227214377406932
"King's Indian Defense: Petrosian Variation, Stein Defense",3383,52.409104345255685,41.14691102571682,6.443984629027491,85.2518474726574,0.7201540436456997,-0.7201540436456997,0.9563543003851092,-0.368421052631579,0.22721437740693196
"Slav Defense: Chameleon Variation, Advance System",2217,49.48128101037438,40.32476319350474,10.193955796120884,89.4086603518268,0.5532734274711169,-0.5532734274711169,-0.2605905006418485,-0.8074454428754814,-0.14120667522464703
"Queen's Gambit Declined: Exchange Variation, Positional Variation",23336,45.23054508056222,35.30167980802194,19.46777511141584,100.19694892012342,0.7329910141206675,-0.7329910141206675,-0.9101412066752247,-0.9281129653401797,0.9589216944801027
Sicilian Defense: Najdorf Variation,26787,48.03449434427147,43.66297084406615,8.302534811662374,80.2672565050211,-0.09114249037227218,0.09114249037227218,0.5121951219512195,0.6225930680359435,0.9768934531450577
Hungarian Opening: Slav Formation,5366,48.75139768915393,41.744316064107345,9.504286246738726,85.12187849422288,0.3350449293966624,-0.3350449293966624,0.0038510911424902705,-0.35044929396662383,0.509627727856226
Queen's Pawn Game: Colle System,9437,45.75606654657201,41.83532902405425,12.408604429373742,86.86393981138073,-0.1322207958921694,0.1322207958921695,-0.6996148908857509,-0.6251604621309371,0.748395378690629
"Italian Game: Two Knights Defense, Polerio Defense, Bishop Check Line",3723,48.24066612946549,41.79425194735428,9.965081923180232,82.3279613215149,0.245186136071887,-0.245186136071887,-0.1707317073170732,0.25545571245186127,0.2913992297817716
Ruy Lopez: Berlin Defense,14599,29.6732652921433,32.43372833755737,37.89300637029934,118.92999520515104,-0.8767650834403081,0.876765083440308,-0.9666238767650834,-0.9691912708600771,0.876765083440308
Englund Gambit,2275,51.51648351648351,40.74725274725275,7.736263736263736,88.61274725274725,0.6765083440308088,-0.6765083440308087,0.6944801026957639,-0.7586649550706033,-0.11424903722721436
London System,12142,46.82095206720474,44.1278207873497,9.05122714544556,88.09487728545544,-0.3222079589216945,0.3222079589216944,0.23491655969191272,-0.7252888318356867,0.8344030808729139
"English Opening: Anglo-Indian Defense, King's Knight Variation",8917,49.714029382079175,39.508803409218345,10.77716720870248,83.88247168330156,0.6508344030808728,-0.6508344030808729,-0.43774069319640563,-0.1322207958921694,0.730423620025674
King's Indian Defense: Orthodox Variation,16584,48.269416304872166,41.47370959961408,10.25687409551375,85.55022913651713,0.3068035943517331,-0.306803594351733,-0.28883183568677795,-0.43774069319640563,0.8998716302952503
Alekhine Defense: Exchange Variation,7438,46.63888141973649,43.519763377251955,9.841355203011561,86.1006991126647,-0.26315789473684215,0.26315789473684204,-0.12965340179717588,-0.5173299101412067,0.6752246469833119
Benko Gambit Accepted: King Walk Variation,2115,49.645390070921984,38.58156028368794,11.77304964539007,86.06666666666666,0.7535301668806162,-0.7535301668806161,-0.6174582798459564,-0.514762516046213,-0.20154043645699615
Pirc Defense: Byrne Variation,3433,52.17011360326246,41.36323914943198,6.466647247305564,80.26070492280805,0.6662387676508343,-0.6662387676508343,0.9486521181001284,0.625160462130937,0.23491655969191272
Modern Defense: Standard Line,11759,46.262437282081805,45.06335572752785,8.674206990390338,80.92184709584149,-0.5198973042362003,0.5198973042362003,0.3812580231065468,0.5121951219512195,0.8228498074454429
Tarrasch Defense: Schara Gambit,1687,43.09425014819206,47.71784232365145,9.187907528156492,77.74214582098399,-0.8921694480102695,0.8921694480102695,0.16046213093709882,0.8639281129653402,-0.44030808729139925
Caro-Kann Defense: Forgacs Variation,3089,46.066688248624146,42.08481709291033,11.848494658465523,89.36969893169311,-0.12451861360718874,0.12451861360718874,-0.6277278562259307,-0.8023106546854942,0.15532734274711157
"Sicilian Defense: Najdorf Variation, Adams Attack",6583,46.893513595625095,42.27555825611423,10.830928148260671,84.75770925110132,-0.03722721437740695,0.037227214377406836,-0.45314505776636715,-0.2836970474967908,0.6020539152759949
"Ruy Lopez: Morphy Defense, Mackenzie Variation",1425,54.24561403508772,36.63157894736842,9.12280701754386,77.6119298245614,0.9614890885750962,-0.9614890885750963,0.1964056482670089,0.8818998716302953,-0.6148908857509627
"Scotch Game: Scotch Gambit, Advance Variation",4815,48.32814122533749,43.821391484942886,7.850467289719626,79.16967808930426,-0.07060333761232351,0.0706033376123234,0.6559691912708601,0.761232349165597,0.4480102695763799
"GrÃ¼nfeld Defense: Three Knights Variation, Hungarian Variation",1875,50.93333333333333,39.093333333333334,9.973333333333333,84.3952,0.7920410783055198,-0.7920410783055198,-0.17843388960205386,-0.24005134788189986,-0.3324775353016688
Indian Defense,58371,45.93719483990338,44.71741104315499,9.345394116941632,82.97359990406194,-0.5121951219512195,0.5121951219512195,0.0962772785622592,0.10141206675224645,1.0
Caro-Kann Defense: Exchange Variation,18194,46.36693415411674,43.28350005496318,10.349565790920083,86.89798834780697,-0.26572528883183566,0.26572528883183577,-0.3222079589216945,-0.6328626444159178,0.9152759948652118
Ware Defense,1170,48.888888888888886,44.01709401709402,7.094017094017094,84.41025641025641,-0.02182284980744542,0.021822849807445532,0.8613607188703467,-0.24261874197689348,-0.8331193838254172
Slav Defense: Exchange Variation,16878,50.36734210214481,37.65849034245763,11.974167555397559,84.28996326578978,0.853658536585366,-0.8536585365853658,-0.6534017971758665,-0.22207958921694482,0.9024390243902438
"Queen's Pawn Game: Torre Attack, Gossip Variation",2484,42.7536231884058,41.948470209339774,15.297906602254429,86.45450885668276,-0.5635430038510911,0.5635430038510911,-0.8356867779204108,-0.5635430038510911,-0.024390243902439046
Torre Attack,14301,48.716872945947834,41.116005873715125,10.16712118033704,85.51213201873995,0.40436456996148906,-0.40436456996148906,-0.25032092426187424,-0.42747111681643135,0.8741976893453145
"King's Indian Defense: SÃ¤misch Variation, Normal Defense",4813,46.33284853521712,45.08622480781217,8.580926656970703,83.4708082277166,-0.5070603337612323,0.5070603337612323,0.4223363286264441,-0.024390243902439046,0.4454428754813864
Sicilian Defense: Kalashnikov Variation,8647,46.49011217763386,44.57037122701515,8.93951659535099,82.98774141320689,-0.4223363286264442,0.4223363286264441,0.2682926829268293,0.0962772785622592,0.7150192554557124
"Queen's Gambit Declined: Albin Countergambit, Normal Line",2540,47.99212598425197,42.480314960629926,9.527559055118111,79.65748031496064,0.12965340179717577,-0.12965340179717588,-0.00898587933247752,0.7021822849807446,-0.0012836970474967568
"French Defense: Classical Variation, Burn Variation, Morozevich Line",2146,48.182665424044735,41.93849021435228,9.878844361602983,82.39981360671015,0.2195121951219512,-0.2195121951219512,-0.14249037227214378,0.23748395378690623,-0.17971758664955073
Sicilian Defense: Closed,50936,48.28019475420135,43.80202607193341,7.9177791738652425,81.58068949269672,-0.07830551989730428,0.07830551989730417,0.6302952503209243,0.3812580231065468,0.9948652118100128
Modern Defense: Standard Defense,19936,49.7491974317817,42.80698234349919,7.443820224719102,80.02864165329053,0.2862644415917843,-0.2862644415917843,0.7715019255455713,0.6508344030808728,0.9332477535301669
Slav Defense: Modern Line,15045,49.72416085078099,39.30874044533068,10.967098703888336,85.95925556663343,0.6816431322207959,-0.6816431322207959,-0.4711168164313222,-0.49165596919127086,0.8844672657252888
Zukertort Opening: Black Mustang Defense,3271,46.07153775603791,45.001528584530725,8.926933659431366,82.94466523998777,-0.5378690629011553,0.5378690629011553,0.2708600770218228,0.11424903722721447,0.1964056482670089
Catalan Opening,11555,46.36953699697101,38.9701427953267,14.660320207702293,89.01592384249243,0.42747111681643135,-0.42747111681643135,-0.8202824133504493,-0.779204107830552,0.8151476251604621
Richter-Veresov Attack,8896,45.16636690647482,46.875,7.95863309352518,78.77922661870504,-0.7997432605905006,0.7997432605905006,0.6148908857509627,0.8023106546854941,0.7252888318356867
Sicilian Defense,13171,46.90608154278339,43.67170298382811,9.422215473388505,80.8640194366411,-0.25032092426187424,0.25032092426187424,0.037227214377406836,0.5250320924261873,0.8485237483953787
Sicilian Defense: Paulsen Variation,2624,44.207317073170735,47.17987804878049,8.61280487804878,80.80335365853658,-0.8459563543003851,0.8459563543003852,0.4069319640564826,0.5301668806161746,0.030808729139923052
Caro-Kann Defense,31744,49.00138608870967,41.831527217741936,9.167086693548388,83.7317603326613,0.35301668806161746,-0.35301668806161746,0.1681643132220796,-0.09370988446726569,0.9845956354300385
Queen's Pawn Game: Chigorin Variation,11265,48.94806924101198,42.237017310252995,8.814913448735021,80.98828229027963,0.26572528883183577,-0.26572528883183566,0.3093709884467266,0.4993581514762515,0.8048780487804879
Sicilian Defense: Four Knights Variation,7305,45.16084873374401,43.03901437371663,11.800136892539356,85.11923340177961,-0.37869062901155326,0.37869062901155326,-0.62002567394095,-0.3478818998716303,0.6611039794608473
Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,24937,49.27617596342784,41.18378313349641,9.54004090307575,83.31230701367446,0.4582798459563544,-0.4582798459563543,-0.014120667522464658,0.021822849807445532,0.9666238767650834
"Italian Game: Two Knights Defense, Modern Bishop's Opening",9978,47.20384846662658,44.15714572058529,8.639005812788133,85.14722389256364,-0.2836970474967908,0.2836970474967908,0.40179717586649555,-0.3555840821566111,0.7740693196405648
Queen's Gambit Accepted: Showalter Variation,1218,43.34975369458128,49.096880131362894,7.55336617405583,79.7200328407225,-0.9255455712451861,0.9255455712451861,0.7355584082156612,0.6893453145057766,-0.7946084724005135
Old Indian Defense,6100,47.278688524590166,43.196721311475414,9.524590163934427,85.37295081967213,-0.12708600770218226,0.12708600770218226,-0.006418485237484006,-0.3966623876765083,0.5661103979460846
Vienna Game: Mieses Variation,3303,46.321525885558586,44.17196488041174,9.50650923402967,81.9182561307902,-0.39152759948652116,0.39152759948652127,0.0012836970474967568,0.32477535301668814,0.2066752246469834
Hungarian Opening,15618,45.42835190165194,45.18504289921885,9.38660519912921,83.64035087719299,-0.6277278562259307,0.6277278562259307,0.060333761232349126,-0.07573812580231065,0.894736842105263
Slav Defense,13093,49.52264568853586,39.838081417551365,10.639272893912779,84.22431833804323,0.6046213093709885,-0.6046213093709885,-0.38896020539152765,-0.20924261874197692,0.8459563543003852
Caro-Kann Defense: Two Knights Attack,18327,47.37272876084466,42.21640202979211,10.410869209363234,85.49064222185847,0.060333761232349126,-0.060333761232349126,-0.3324775353016688,-0.4197689345314506,0.9178433889602053
Dutch Defense: Leningrad Variation,1265,48.77470355731226,43.241106719367586,7.984189723320158,82.2411067193676,0.09884467265725294,-0.09884467265725294,0.5969191270860077,0.2682926829268293,-0.7586649550706033
"Sicilian Defense: Accelerated Dragon, MarÃ³czy Bind",9649,47.072235464815,41.309980308840295,11.6177842263447,87.01761840605243,0.17586649550706035,-0.17586649550706035,-0.6020539152759949,-0.6431322207958922,0.7586649550706033
"King's Indian Defense: Orthodox Variation, Classical System",2891,51.74680041508128,40.366655136630925,7.88654444828779,88.04392943618126,0.7406931964056482,-0.7406931964056482,0.6456996148908858,-0.7175866495507061,0.09884467265725294
"GrÃ¼nfeld Defense: Exchange Variation, Modern Exchange Variation",9997,43.42302690807242,31.88956687006102,24.68740622186656,106.22906872061618,0.8793324775353017,-0.8793324775353016,-0.9358151476251605,-0.9563543003851092,0.7766367137355583
Bird Opening: Dutch Variation,9186,44.328325713041586,44.63313738297409,11.038536903984324,84.84476377095581,-0.6867779204107831,0.6867779204107831,-0.4813863928112966,-0.30423620025673936,0.7381258023106547
Old Indian Defense: Two Knights Variation,1794,48.04905239687848,42.53065774804905,9.420289855072465,82.48550724637681,0.1322207958921695,-0.1322207958921694,0.04364569961489084,0.2195121951219512,-0.3812580231065469
"GrÃ¼nfeld Defense: Exchange Variation, Spassky Variation",2072,48.455598455598455,40.83011583011583,10.714285714285714,82.48696911196912,0.41463414634146334,-0.41463414634146345,-0.4120667522464698,0.21694480102695768,-0.23106546854942234
"Queen's Pawn Game: Veresov Attack, Dutch System",1046,52.77246653919694,39.866156787762904,7.361376673040152,77.03728489483747,0.8305519897304237,-0.8305519897304237,0.8125802310654686,0.9075738125802311,-0.9499358151476252
Sicilian Defense: French Variation,18402,49.108792522551894,42.22910553200739,8.662101945440712,82.86974241930226,0.29910141206675234,-0.2991014120667522,0.38896020539152754,0.13735558408215653,0.9229781771501926
Scotch Game,2364,48.011844331641285,42.68189509306261,9.30626057529611,78.89509306260575,0.08344030808729141,-0.08344030808729141,0.12195121951219523,0.7920410783055198,-0.06546854942233638
Nimzowitsch Defense: Williams Variation,3660,46.33879781420765,44.50819672131148,9.153005464480875,84.36803278688525,-0.44030808729139925,0.44030808729139914,0.17843388960205386,-0.23748395378690634,0.27599486521181005
Queen's Gambit Declined: Janowski Variation,5239,43.729719412101545,46.2874594388242,9.982821149074251,82.56690208054972,-0.8305519897304237,0.8305519897304237,-0.18613607188703463,0.20154043645699615,0.496790757381258
"Queen's Gambit Accepted: Classical Defense, Main Line",3237,46.46277417361755,37.75100401606426,15.786221810318196,87.97281433426012,0.5661103979460846,-0.5661103979460846,-0.8613607188703466,-0.7073170731707317,0.1835686777920411
"Sicilian Defense: Sozin Attack, Leonhardt Variation",1329,45.67343867569601,46.95259593679458,7.373965387509405,78.6553799849511,-0.766367137355584,0.766367137355584,0.8023106546854941,0.8125802310654686,-0.7175866495507061
"English Opening: Agincourt Defense, Catalan Defense, Semi-Slav Defense",2106,53.371320037986706,37.274453941120605,9.354226020892687,84.9710351377018,0.9409499358151476,-0.9409499358151476,0.08600770218228493,-0.32477535301668803,-0.20924261874197692
Benoni Defense: Benoni-Indian Defense,3978,51.20663650075414,39.69331322272499,9.100050276520864,88.20889894419307,0.7586649550706033,-0.7586649550706033,0.21181001283697043,-0.7381258023106547,0.3324775353016689
King's Indian Attack,38748,48.802518839682044,40.528543408692066,10.66893775162589,87.13678125322598,0.48138639281129647,-0.4813863928112966,-0.3966623876765083,-0.6559691912708601,0.9897304236200257
"King's Indian Defense: Fianchetto Variation, Yugoslav Variation, Exchange Line",1622,51.356350184956845,37.36128236744759,11.282367447595561,85.27435265104809,0.8973042362002568,-0.8973042362002568,-0.5327342747111682,-0.3735558408215661,-0.47625160462130933
"Sicilian Defense: Scheveningen Variation, Classical Variation",2346,48.4228473998295,43.13725490196079,8.439897698209718,83.7770673486786,0.06546854942233638,-0.06546854942233638,0.48138639281129647,-0.10397946084724008,-0.07573812580231065
Benoni Defense,7407,49.15620359119752,42.60834345889024,8.235452949912245,83.00945051977858,0.24261874197689348,-0.24261874197689348,0.5430038510911426,0.08600770218228493,0.6713735558408216
"Ruy Lopez: Closed, Bogoljubov Variation",1178,46.09507640067912,38.539898132427844,15.365025466893039,98.55517826825127,0.45314505776636715,-0.45314505776636715,-0.8382541720154044,-0.920410783055199,-0.8305519897304237
Giuoco Piano,7088,31.997742663656886,31.87076749435666,36.13148984198646,101.67071106094808,-0.6302952503209243,0.6302952503209243,-0.9614890885750963,-0.9332477535301669,0.6508344030808728
"French Defense: Winawer Variation, Poisoned Pawn Variation",2568,46.3785046728972,44.742990654205606,8.878504672897195,80.65654205607477,-0.46598202824133506,0.46598202824133494,0.2939666238767651,0.5609756097560976,0.011553273427471034
Four Knights Game: Scotch Variation Accepted,8717,46.03648044051853,37.86853275209361,16.094986807387862,88.10508202363198,0.5224646983311938,-0.5224646983311938,-0.8690629011553274,-0.7278562259306803,0.7201540436456997
"French Defense: Winawer Variation, Advance Variation",8919,46.75412041708712,44.82565310012333,8.42022648278955,82.82621370108757,-0.4249037227214377,0.42490372272143784,0.4839537869062902,0.13992297817715027,0.7329910141206675
"Caro-Kann Defense: Advance Variation, Tal Variation",12542,50.31892840057407,42.050709615691275,7.630361983734652,78.67812151172062,0.4608472400513479,-0.4608472400513479,0.7201540436456997,0.8100128369704749,0.8382541720154044
"Ruy Lopez: Morphy Defense, Classical Defense Deferred",1085,46.26728110599078,44.23963133640553,9.493087557603687,83.42119815668202,-0.4069319640564827,0.4069319640564826,0.00898587933247752,-0.0012836970474967568,-0.9050064184852374
French Defense: Steiner Variation,2508,47.6475279106858,43.261562998405104,9.090909090909092,81.21451355661883,-0.08087291399229779,0.0808729139922979,0.21437740693196417,0.4582798459563544,-0.012836970474967901
"Nimzo-Indian Defense: Classical Variation, Noa Variation",4343,45.429426663596594,41.607183974211374,12.963389362192032,86.43495279760535,-0.1450577663671374,0.1450577663671373,-0.748395378690629,-0.5609756097560976,0.3940949935815148
Scandinavian Defense: Mieses-Kotroc Variation,21651,44.27509121980509,44.73234492633134,10.992563853863563,85.16821393930996,-0.7047496790757382,0.7047496790757382,-0.4736842105263158,-0.3581514762516046,0.9512195121951219
"Benoni Defense: Classical Variation, New York Variation",2745,53.73406193078324,37.63205828779599,8.633879781420765,79.89726775956284,0.9383825417201541,-0.938382541720154,0.40436456996148906,0.6765083440308088,0.060333761232349126
"Queen's Gambit Accepted: Central Variation, Alekhine System",1393,45.513280689160084,45.80043072505384,8.686288585786073,81.87365398420675,-0.6816431322207959,0.6816431322207959,0.36585365853658547,0.32991014120667517,-0.6482670089858793
"Bird Opening: From's Gambit, Lasker Variation",1061,53.817153628652214,39.773798303487276,6.4090480678605095,75.49481621112159,0.8690629011553272,-0.8690629011553274,0.9589216944801027,0.9537869062901156,-0.9332477535301669
Nimzo-Indian Defense: Kmoch Variation,6568,49.87819732034105,42.82886723507917,7.29293544457978,79.67783191230207,0.3093709884467266,-0.3093709884467266,0.8177150192554556,0.6944801026957639,0.5994865211810012
Nimzo-Larsen Attack: Classical Variation,20201,46.443245383891885,44.02257313994357,9.534181476164546,85.56036829859907,-0.3581514762516046,0.3581514762516047,-0.011553273427471145,-0.44287548138639277,0.9358151476251604
"Sicilian Defense: Dragon Variation, Yugoslav Attack, Modern Line",6717,48.072055977370844,43.33779961292243,8.590144409706713,78.82387970820307,-0.03465982028241332,0.03465982028241332,0.41463414634146334,0.7971758664955071,0.62002567394095
Queen's Pawn Game: Mason Variation,25699,48.27036071442469,40.94711856492471,10.78252072065061,84.79341608622903,0.373555840821566,-0.3735558408215661,-0.44030808729139925,-0.29139922978177146,0.9717586649550707
Caro-Kann Defense: Tartakower Variation,16376,45.670493404982906,44.22325354176844,10.106253053248656,84.5128236443576,-0.4813863928112966,0.48138639281129647,-0.23491655969191272,-0.2580231065468549,0.8973042362002568
Semi-Slav Defense: Stoltz Variation,6708,43.12760882528324,34.37686344663089,22.495527728085868,97.79964221824687,0.6354300385109115,-0.6354300385109114,-0.9281129653401797,-0.9178433889602053,0.6174582798459562
"Ruy Lopez: Morphy Defense, Breyer Defense, Zaitsev Hybrid",2041,49.48554630083293,41.94022537971583,8.57422831945125,93.50759431651151,0.3812580231065468,-0.3812580231065469,0.42747111681643135,-0.8870346598202824,-0.245186136071887
Czech Defense,6132,46.9341161121983,45.23809523809524,7.8277886497064575,80.09866275277234,-0.4582798459563543,0.4582798459563544,0.6662387676508343,0.637997432605905,0.5686777920410784
Caro-Kann Defense: Breyer Variation,8677,47.078483346778846,43.64411663017172,9.277400023049442,85.52287657024317,-0.22978177150192558,0.22978177150192547,0.1322207958921695,-0.43003851091142486,0.717586649550706
Philidor Defense: Lion Variation,14054,46.54902518855842,44.6420947772876,8.808880034153978,83.14750249039419,-0.42747111681643135,0.42747111681643135,0.3170731707317074,0.05263157894736836,0.871630295250321
Queen's Pawn Game,31482,47.07769519090274,43.05317324185249,9.869131567244775,84.00676577091672,-0.13735558408215665,0.13735558408215653,-0.13735558408215665,-0.16559691912708596,0.982028241335045
Zukertort Opening: Slav Invitation,5317,52.8869663343991,37.99134850479594,9.121685160804965,87.31916494263683,0.9127086007702183,-0.9127086007702182,0.20410783055198967,-0.6739409499358151,0.5044929396662388
"Ruy Lopez: Closed, Martinez Variation",2493,50.381066987565184,39.791415964701166,9.827517047733654,89.8965102286402,0.6867779204107831,-0.6867779204107831,-0.1193838254172015,-0.8356867779204108,-0.019255455712451908
Queen's Gambit Declined: Charousek Variation,3973,47.319405990435435,40.699723131135165,11.9808708784294,84.67908381575636,0.2965340179717586,-0.2965340179717587,-0.6559691912708601,-0.27599486521181005,0.32991014120667517
Scandinavian Defense: Modern Variation,9709,49.26356988361314,41.878669275929546,8.857760840457306,82.07549696158203,0.36585365853658547,-0.36585365853658536,0.29910141206675234,0.2913992297817716,0.761232349165597
"French Defense: Classical Variation, Swiss Variation",1020,51.17647058823529,39.509803921568626,9.313725490196079,81.23725490196078,0.779204107830552,-0.779204107830552,0.10911424903722722,0.45057766367137364,-0.9743260590500642
"Sicilian Defense: Najdorf Variation, Opocensky Variation",4329,47.863247863247864,42.55024255024255,9.586509586509587,86.23423423423424,0.0808729139922979,-0.08087291399229779,-0.03465982028241332,-0.5301668806161746,0.39152759948652127
Scotch Game: Classical Variation,1916,47.7035490605428,43.0062630480167,9.290187891440501,79.01409185803757,-0.03979460847240046,0.03979460847240057,0.12451861360718874,0.7817715019255456,-0.3093709884467266
"English Opening: King's English Variation, Two Knights Variation, Reversed Dragon",1550,44.32258064516129,45.354838709677416,10.32258064516129,83.92709677419354,-0.748395378690629,0.748395378690629,-0.31450577663671375,-0.1450577663671374,-0.527599486521181
Zukertort Opening: Sicilian Invitation,22026,48.043221647144286,41.891401071461,10.065377281394715,85.10760010896213,0.21181001283697043,-0.21181001283697043,-0.21181001283697043,-0.3453145057766367,0.9563543003851092
Sicilian Defense: Scheveningen Variation,1235,48.178137651821864,44.45344129554656,7.368421052631578,78.93846153846154,-0.19640564826700901,0.1964056482670089,0.8100128369704749,0.7869062901155328,-0.779204107830552
Scandinavian Defense: Main Line,9331,43.896688457828745,46.54377880184332,9.559532740327938,84.47090344014575,-0.8331193838254172,0.8331193838254172,-0.024390243902439046,-0.25288831835686776,0.7432605905006417
